SEF	1.0.0
ID	TAKAROA
Name	TAKAROA
Lat	-14.4568
Lon	-145.0252
Alt	2.0
Source	Meteo-France
Link	
Vbl	p
Stat	point
Units	hPa
Meta	PTC=?|PGC=?|MF Station number 98749001|Department 987
Year	Month	Day	Hour	Minute	Period	Value	Meta
1966	12	6	14	0	0	1014.90	 
1966	12	6	15	0	0	1015.90	 
1966	12	6	16	0	0	1014.20	 
1966	12	6	17	0	0	1015.90	 
1966	12	6	18	0	0	1013.70	 
1966	12	6	19	0	0	1016.70	 
1966	12	6	20	0	0	1013.90	 
1966	12	6	21	0	0	1016.30	 
1966	12	6	22	0	0	1013.90	 
1966	12	6	23	0	0	1016.40	 
1966	12	7	0	0	0	1014.60	 
1966	12	7	1	0	0	1015.10	 
1966	12	7	2	0	0	1014.60	 
1966	12	7	3	0	0	1015.30	 
1966	12	7	4	0	0	1013.80	 
1966	12	7	5	0	0	1015.70	 
1966	12	7	6	0	0	1013.30	 
1966	12	7	7	0	0	1015.70	 
1966	12	7	8	0	0	1012.50	 
1966	12	7	9	0	0	1015.00	 
1966	12	7	10	0	0	1011.30	 
1966	12	7	11	0	0	1012.30	 
1966	12	7	12	0	0	1008.60	 
1966	12	7	13	0	0	1010.60	 
1966	12	7	14	0	0	1007.40	 
1966	12	7	15	0	0	1007.90	 
1966	12	7	16	0	0	1004.70	 
1966	12	7	17	0	0	1008.10	 
1966	12	7	18	0	0	1006.10	 
1966	12	7	19	0	0	1009.30	 
1966	12	7	20	0	0	1008.60	 
1966	12	7	21	0	0	1010.30	 
1966	12	7	22	0	0	1008.10	 
1966	12	7	23	0	0	1009.90	 
1966	12	8	0	0	0	1007.90	 
1966	12	8	1	0	0	1009.80	 
1966	12	8	2	0	0	1007.30	 
1966	12	8	3	0	0	1009.40	 
1966	12	8	4	0	0	1007.40	 
1966	12	8	5	0	0	1011.70	 
1966	12	8	6	0	0	1008.70	 
1966	12	8	7	0	0	1010.30	 
1966	12	8	8	0	0	1008.30	 
1966	12	8	9	0	0	1012.50	 
1966	12	8	10	0	0	1011.10	 
1966	12	8	11	0	0	1014.20	 
1966	12	8	12	0	0	1011.90	 
1966	12	8	13	0	0	1015.00	 
1966	12	8	14	0	0	1012.60	 
1966	12	8	15	0	0	1015.00	 
1966	12	8	16	0	0	1012.60	 
1966	12	8	17	0	0	1014.30	 
1966	12	8	18	0	0	1011.90	 
1966	12	8	19	0	0	1014.70	 
1966	12	8	20	0	0	1012.70	 
1966	12	8	21	0	0	1015.30	 
1966	12	8	22	0	0	1012.90	 
1966	12	8	23	0	0	1015.70	 
1966	12	9	0	0	0	1013.30	 
1966	12	9	1	0	0	1015.00	 
1966	12	9	2	0	0	1013.30	 
1966	12	9	3	0	0	1013.10	 
1966	12	9	4	0	0	1010.60	 
1966	12	9	5	0	0	1012.90	 
1966	12	9	6	0	0	1011.50	 
1966	12	9	7	0	0	1013.50	 
1966	12	9	8	0	0	1011.30	 
1966	12	9	9	0	0	1011.90	 
1966	12	9	10	0	0	1009.90	 
1966	12	9	11	0	0	1012.90	 
1966	12	9	12	0	0	1009.90	 
1966	12	9	13	0	0	1013.90	 
1966	12	9	14	0	0	1012.70	 
1966	12	9	15	0	0	1012.90	 
1966	12	9	16	0	0	1010.10	 
1966	12	9	17	0	0	1012.90	 
1966	12	9	18	0	0	1012.10	 
1966	12	9	19	0	0	1012.90	 
1966	12	9	20	0	0	1010.60	 
1966	12	9	21	0	0	1011.50	 
1966	12	9	22	0	0	1009.00	 
1966	12	9	23	0	0	1010.90	 
1966	12	10	0	0	0	1007.80	 
1966	12	10	1	0	0	1009.70	 
1966	12	10	2	0	0	1007.50	 
1966	12	10	3	0	0	1010.10	 
1966	12	10	4	0	0	1007.90	 
1966	12	10	5	0	0	1010.90	 
1966	12	10	6	0	0	1009.30	 
1966	12	10	7	0	0	1010.90	 
1966	12	10	8	0	0	1008.70	 
1966	12	10	9	0	0	1012.50	 
1966	12	10	10	0	0	1010.60	 
1966	12	10	11	0	0	1013.30	 
1966	12	10	12	0	0	1011.10	 
1966	12	10	13	0	0	1013.30	 
1966	12	10	14	0	0	1011.10	 
1966	12	10	15	0	0	1012.90	 
1966	12	10	16	0	0	1010.60	 
1966	12	10	17	0	0	1013.30	 
1966	12	10	18	0	0	1010.60	 
1966	12	10	19	0	0	1012.90	 
1966	12	10	20	0	0	1011.30	 
1966	12	10	21	0	0	1012.90	 
1966	12	10	22	0	0	1009.90	 
1966	12	10	23	0	0	1012.60	 
1966	12	11	0	0	0	1011.30	 
1966	12	11	1	0	0	1012.20	 
1966	12	11	2	0	0	1009.70	 
1966	12	11	3	0	0	1013.70	 
1966	12	11	4	0	0	1010.20	 
1966	12	11	5	0	0	1011.50	 
1966	12	11	6	0	0	1009.40	 
1966	12	11	7	0	0	1010.20	 
1966	12	11	8	0	0	1007.50	 
1966	12	11	9	0	0	1011.30	 
1966	12	11	10	0	0	1008.70	 
1966	12	11	11	0	0	1010.20	 
1966	12	11	12	0	0	1007.10	 
1966	12	11	13	0	0	1010.90	 
1966	12	11	14	0	0	1009.30	 
1966	12	11	15	0	0	1011.50	 
1966	12	11	16	0	0	1009.30	 
1966	12	11	17	0	0	1011.10	 
1966	12	11	18	0	0	1008.90	 
1966	12	11	19	0	0	1011.90	 
1966	12	11	20	0	0	1022.60	 
1966	12	11	21	0	0	1014.60	 
1966	12	11	22	0	0	1013.30	 
1966	12	11	23	0	0	1016.30	 
1966	12	12	0	0	0	1015.30	 
1966	12	12	1	0	0	1015.90	 
1966	12	12	2	0	0	1013.30	 
1966	12	12	3	0	0	1025.80	 
1966	12	12	4	0	0	1009.80	 
1966	12	12	5	0	0	1024.30	 
1966	12	12	6	0	0	1007.90	 
1966	12	12	7	0	0	1009.80	 
1966	12	12	8	0	0	1008.60	 
1966	12	12	9	0	0	1011.90	 
1966	12	12	10	0	0	1008.50	 
1966	12	12	11	0	0	1009.30	 
1966	12	12	12	0	0	1006.60	 
1966	12	12	13	0	0	1007.50	 
1966	12	12	14	0	0	1006.60	 
1966	12	12	15	0	0	1008.60	 
1966	12	12	16	0	0	1006.90	 
1966	12	12	17	0	0	1009.30	 
1966	12	12	18	0	0	1007.10	 
1966	12	12	19	0	0	1010.60	 
1966	12	12	20	0	0	1007.00	 
1966	12	12	21	0	0	1010.60	 
1966	12	12	22	0	0	1009.80	 
1966	12	12	23	0	0	1011.90	 
1966	12	13	0	0	0	1011.00	 
1966	12	13	1	0	0	1012.60	 
1966	12	13	2	0	0	1010.10	 
1966	12	13	3	0	0	1012.60	 
1966	12	13	4	0	0	1010.30	 
1966	12	13	5	0	0	1012.60	 
1966	12	13	6	0	0	1009.00	 
1966	12	13	7	0	0	1010.60	 
1966	12	13	8	0	0	1023.00	 
1966	12	13	9	0	0	1010.60	 
1966	12	13	10	0	0	1010.10	 
1966	12	13	11	0	0	1011.30	 
1966	12	13	12	0	0	1009.30	 
1966	12	13	13	0	0	1011.30	 
1966	12	13	14	0	0	1009.40	 
1966	12	13	15	0	0	1011.30	 
1966	12	13	16	0	0	1009.30	 
1966	12	13	17	0	0	1011.30	 
1966	12	13	18	0	0	1009.30	 
1966	12	13	19	0	0	1011.30	 
1966	12	13	20	0	0	1009.70	 
1966	12	13	21	0	0	1013.30	 
1966	12	13	22	0	0	1012.10	 
1966	12	13	23	0	0	1014.90	 
1966	12	14	0	0	0	1012.10	 
1966	12	14	1	0	0	1013.90	 
1966	12	14	2	0	0	1009.70	 
1966	12	14	3	0	0	1013.30	 
1966	12	14	4	0	0	1009.70	 
1966	12	14	5	0	0	1013.30	 
1966	12	14	6	0	0	1009.70	 
1966	12	14	7	0	0	1013.30	 
1966	12	14	8	0	0	1009.70	 
1966	12	14	9	0	0	1013.30	 
1966	12	14	10	0	0	1010.30	 
1966	12	14	11	0	0	1012.30	 
1966	12	14	12	0	0	1009.90	 
1966	12	14	13	0	0	1010.60	 
1966	12	14	14	0	0	1009.40	 
1966	12	14	15	0	0	1012.10	 
1966	12	14	16	0	0	1009.70	 
1966	12	14	17	0	0	1013.30	 
1966	12	14	18	0	0	1010.60	 
1966	12	14	19	0	0	1013.90	 
1966	12	14	20	0	0	1010.20	 
1966	12	14	21	0	0	1013.30	 
1966	12	14	22	0	0	1010.30	 
1966	12	14	23	0	0	1012.60	 
1966	12	15	0	0	0	1009.80	 
1966	12	15	1	0	0	1012.90	 
1966	12	15	2	0	0	1011.30	 
1966	12	15	3	0	0	1013.30	 
1966	12	15	4	0	0	1010.70	 
1966	12	15	5	0	0	1013.30	 
1966	12	15	6	0	0	1010.90	 
1966	12	15	7	0	0	1012.60	 
1966	12	15	8	0	0	1010.90	 
1966	12	15	9	0	0	1013.00	 
1966	12	15	10	0	0	1011.00	 
1966	12	15	11	0	0	1012.90	 
1966	12	15	12	0	0	1010.70	 
1966	12	15	13	0	0	1013.30	 
1966	12	15	14	0	0	1010.30	 
1966	12	15	15	0	0	1011.90	 
1966	12	15	16	0	0	1009.70	 
1966	12	15	17	0	0	1013.90	 
1966	12	15	18	0	0	1012.60	 
1966	12	15	19	0	0	1015.50	 
1966	12	15	20	0	0	1012.60	 
1966	12	15	21	0	0	1013.70	 
1966	12	15	22	0	0	1011.00	 
1966	12	15	23	0	0	1012.50	 
1966	12	16	0	0	0	1009.40	 
1966	12	16	1	0	0	1011.90	 
1966	12	16	2	0	0	1009.70	 
1966	12	16	3	0	0	1013.30	 
1966	12	16	4	0	0	1011.00	 
1966	12	16	5	0	0	1013.30	 
1966	12	16	6	0	0	1010.60	 
1966	12	16	7	0	0	1010.60	 
1966	12	16	8	0	0	1007.30	 
1966	12	16	9	0	0	1008.60	 
1966	12	16	10	0	0	1006.60	 
1966	12	16	11	0	0	1010.90	 
1966	12	16	12	0	0	1008.90	 
1966	12	16	13	0	0	1011.90	 
1966	12	16	14	0	0	1009.40	 
1966	12	16	15	0	0	1010.60	 
1966	12	16	16	0	0	1009.70	 
1966	12	16	17	0	0	1008.60	 
1966	12	16	18	0	0	1006.60	 
1966	12	16	19	0	0	1007.90	 
1966	12	16	20	0	0	1007.50	 
1966	12	16	21	0	0	1008.90	 
1966	12	16	22	0	0	1008.50	 
1966	12	16	23	0	0	1009.30	 
1966	12	17	0	0	0	1006.60	 
1966	12	17	1	0	0	1008.20	 
1966	12	17	2	0	0	1005.30	 
1966	12	17	3	0	0	1008.70	 
1966	12	17	4	0	0	1007.10	 
1966	12	17	5	0	0	1010.20	 
1966	12	17	6	0	0	1008.20	 
1966	12	17	7	0	0	1011.30	 
1966	12	17	8	0	0	1009.70	 
1966	12	17	9	0	0	1012.90	 
1966	12	17	10	0	0	1010.30	 
1966	12	17	11	0	0	1013.90	 
1966	12	17	12	0	0	1011.90	 
1966	12	17	13	0	0	1013.50	 
1966	12	17	14	0	0	1011.10	 
1966	12	17	15	0	0	1013.00	 
1966	12	17	16	0	0	1010.20	 
1966	12	17	17	0	0	1012.60	 
1966	12	17	18	0	0	1011.10	 
1966	12	17	19	0	0	1012.60	 
1966	12	17	20	0	0	1011.30	 
1966	12	17	21	0	0	1012.60	 
1966	12	17	22	0	0	1010.70	 
1966	12	17	23	0	0	1011.50	 
1966	12	18	0	0	0	1008.50	 
1966	12	18	1	0	0	1010.20	 
1966	12	18	2	0	0	1007.90	 
1966	12	18	3	0	0	1009.30	 
1966	12	18	4	0	0	1007.40	 
1966	12	18	5	0	0	1009.30	 
1966	12	18	6	0	0	1008.60	 
1966	12	18	7	0	0	1009.30	 
1966	12	18	8	0	0	1007.30	 
1966	12	18	9	0	0	1009.80	 
1966	12	18	10	0	0	1006.70	 
1966	12	18	11	0	0	1007.70	 
1966	12	18	12	0	0	1005.50	 
1966	12	18	13	0	0	1007.10	 
1966	12	18	14	0	0	1005.90	 
1966	12	18	15	0	0	1007.90	 
1966	12	18	16	0	0	1005.50	 
1966	12	18	17	0	0	1008.60	 
1966	12	18	18	0	0	1006.60	 
1966	12	18	19	0	0	1009.00	 
1966	12	18	20	0	0	1007.50	 
1966	12	18	21	0	0	1009.00	 
1966	12	18	22	0	0	1007.50	 
1966	12	18	23	0	0	1010.60	 
1966	12	19	0	0	0	1009.30	 
1966	12	19	1	0	0	1012.30	 
1966	12	19	2	0	0	1010.20	 
1966	12	19	3	0	0	1012.50	 
1966	12	19	4	0	0	1009.90	 
1966	12	19	5	0	0	1010.60	 
1966	12	19	6	0	0	1009.30	 
1966	12	19	7	0	0	1010.60	 
1966	12	19	8	0	0	1008.90	 
1966	12	19	9	0	0	1012.30	 
1966	12	19	10	0	0	1011.90	 
1966	12	19	11	0	0	1012.90	 
1966	12	19	12	0	0	1011.90	 
1966	12	19	13	0	0	1012.50	 
1966	12	19	14	0	0	1009.90	 
1966	12	19	15	0	0	1012.10	 
1966	12	19	16	0	0	1011.90	 
1966	12	19	17	0	0	1013.00	 
1966	12	19	18	0	0	1011.30	 
1966	12	19	19	0	0	1013.30	 
1966	12	19	20	0	0	1010.60	 
1966	12	19	21	0	0	1010.30	 
1966	12	19	22	0	0	1008.70	 
1966	12	19	23	0	0	1009.30	 
1966	12	20	0	0	0	1008.20	 
1966	12	20	1	0	0	1010.90	 
1966	12	20	2	0	0	1009.40	 
1966	12	20	3	0	0	1011.50	 
1966	12	20	4	0	0	1009.50	 
1966	12	20	5	0	0	1011.90	 
1966	12	20	6	0	0	1010.60	 
1966	12	20	7	0	0	1012.30	 
1966	12	20	8	0	0	1009.90	 
1966	12	20	9	0	0	1011.90	 
1966	12	20	10	0	0	1009.90	 
1966	12	20	11	0	0	1011.70	 
1966	12	20	12	0	0	1010.60	 
1966	12	20	13	0	0	1012.30	 
1966	12	20	14	0	0	1011.00	 
1966	12	20	15	0	0	1011.30	 
1966	12	20	16	0	0	1009.80	 
1966	12	20	17	0	0	1010.10	 
1966	12	20	18	0	0	1007.40	 
1966	12	20	19	0	0	1007.90	 
1966	12	20	20	0	0	1005.50	 
1966	12	20	21	0	0	1005.70	 
1966	12	20	22	0	0	1004.50	 
1966	12	20	23	0	0	1007.70	 
1966	12	21	0	0	0	1007.50	 
1966	12	21	1	0	0	1010.90	 
1966	12	21	2	0	0	1009.30	 
1966	12	21	3	0	0	1012.70	 
1966	12	21	4	0	0	1011.50	 
1966	12	21	5	0	0	1013.90	 
1966	12	21	6	0	0	1011.90	 
1966	12	21	7	0	0	1015.30	 
1966	12	21	8	0	0	1012.20	 
1966	12	21	9	0	0	1014.60	 
1966	12	21	10	0	0	1012.70	 
1966	12	21	11	0	0	1014.60	 
1966	12	21	12	0	0	1012.50	 
1966	12	21	13	0	0	1013.50	 
1966	12	21	14	0	0	1011.30	 
1966	12	21	15	0	0	1014.60	 
1966	12	21	16	0	0	1008.60	 
1966	12	21	17	0	0	1010.30	 
1966	12	21	18	0	0	1008.60	 
1966	12	21	19	0	0	1011.10	 
1966	12	21	20	0	0	1008.90	 
1966	12	21	21	0	0	1009.90	 
1966	12	21	22	0	0	1008.10	 
1966	12	21	23	0	0	1008.90	 
1966	12	22	0	0	0	1006.90	 
1966	12	22	1	0	0	1008.10	 
1966	12	22	2	0	0	1006.70	 
1966	12	22	3	0	0	1008.50	 
1966	12	22	4	0	0	1008.50	 
1966	12	22	5	0	0	1009.80	 
1966	12	22	6	0	0	1011.30	 
1966	12	22	7	0	0	1013.00	 
1966	12	22	8	0	0	1011.10	 
1966	12	22	9	0	0	1012.60	 
1966	12	22	10	0	0	1012.20	 
1966	12	22	11	0	0	1013.00	 
1966	12	22	12	0	0	1013.70	 
1966	12	22	13	0	0	1013.30	 
1966	12	22	14	0	0	1011.80	 
1966	12	22	15	0	0	1012.10	 
1966	12	22	16	0	0	1012.50	 
1966	12	22	17	0	0	1015.10	 
1966	12	22	18	0	0	1013.90	 
1966	12	22	19	0	0	1013.10	 
1966	12	22	20	0	0	1010.30	 
1966	12	22	21	0	0	1011.40	 
1966	12	22	22	0	0	1010.30	 
1966	12	22	23	0	0	1013.10	 
1966	12	23	0	0	0	1010.30	 
1966	12	23	1	0	0	1013.10	 
1966	12	23	2	0	0	1011.30	 
1966	12	23	3	0	0	1013.80	 
1966	12	23	4	0	0	1011.70	 
1966	12	23	5	0	0	1014.50	 
1966	12	23	6	0	0	1011.40	 
1966	12	23	7	0	0	1011.80	 
1966	12	23	8	0	0	1009.00	 
1966	12	23	9	0	0	1010.30	 
1966	12	23	10	0	0	1009.70	 
1966	12	23	11	0	0	1010.60	 
1966	12	23	12	0	0	1010.50	 
1966	12	23	13	0	0	1009.10	 
1966	12	23	14	0	0	1009.00	 
1966	12	23	15	0	0	1012.60	 
1966	12	23	16	0	0	1010.50	 
1966	12	23	17	0	0	1010.50	 
1966	12	23	18	0	0	1011.80	 
1966	12	23	19	0	0	1011.90	 
1966	12	23	20	0	0	1011.80	 
1966	12	23	21	0	0	1011.90	 
1966	12	23	22	0	0	1010.50	 
1966	12	23	23	0	0	1011.00	 
1966	12	24	0	0	0	1009.00	 
1966	12	24	1	0	0	1010.50	 
1966	12	24	2	0	0	1009.10	 
1966	12	24	3	0	0	1009.10	 
1966	12	24	4	0	0	1009.40	 
1966	12	24	5	0	0	1010.70	 
1966	12	24	6	0	0	1010.50	 
1966	12	24	7	0	0	1009.10	 
1966	12	24	8	0	0	1009.40	 
1966	12	24	9	0	0	1009.40	 
1966	12	24	10	0	0	1009.10	 
1966	12	24	11	0	0	1011.10	 
1966	12	24	12	0	0	1010.50	 
1966	12	24	13	0	0	1011.10	 
1966	12	24	14	0	0	1010.70	 
1966	12	24	15	0	0	1009.10	 
1966	12	24	16	0	0	1009.10	 
1966	12	24	17	0	0	1012.30	 
1966	12	24	18	0	0	1011.50	 
1966	12	24	19	0	0	1009.50	 
1966	12	24	20	0	0	1009.40	 
1966	12	24	21	0	0	1011.30	 
1966	12	24	22	0	0	1011.10	 
1966	12	24	23	0	0	1015.50	 
1966	12	25	0	0	0	1013.10	 
1966	12	25	1	0	0	1012.50	 
1966	12	25	2	0	0	1011.80	 
1966	12	25	3	0	0	1012.60	 
1966	12	25	4	0	0	1013.10	 
1966	12	25	5	0	0	1014.70	 
1966	12	25	6	0	0	1012.50	 
1966	12	25	7	0	0	1013.40	 
1966	12	25	8	0	0	1011.80	 
1966	12	25	9	0	0	1012.10	 
1966	12	25	10	0	0	1011.80	 
1966	12	25	11	0	0	1012.50	 
1966	12	25	12	0	0	1011.80	 
1966	12	25	13	0	0	1010.50	 
1966	12	25	14	0	0	1011.80	 
1966	12	25	15	0	0	1012.10	 
1966	12	25	16	0	0	1011.80	 
1966	12	25	17	0	0	1012.50	 
1966	12	25	18	0	0	1011.80	 
1966	12	25	19	0	0	1014.50	 
1966	12	25	20	0	0	1011.80	 
1966	12	25	21	0	0	1013.40	 
1966	12	25	22	0	0	1013.10	 
1966	12	25	23	0	0	1013.40	 
1966	12	26	0	0	0	1012.90	 
1966	12	26	1	0	0	1013.40	 
1966	12	26	2	0	0	1013.10	 
1966	12	26	3	0	0	1012.30	 
1966	12	26	4	0	0	1013.10	 
1966	12	26	5	0	0	1014.70	 
1966	12	26	6	0	0	1014.50	 
1966	12	26	7	0	0	1014.70	 
1966	12	26	8	0	0	1013.90	 
1966	12	26	9	0	0	1015.80	 
1966	12	26	10	0	0	1015.50	 
1966	12	26	11	0	0	1014.70	 
1966	12	26	12	0	0	1013.90	 
1966	12	26	13	0	0	1013.40	 
1966	12	26	14	0	0	1014.50	 
1966	12	26	15	0	0	1013.40	 
1966	12	26	16	0	0	1009.40	 
1966	12	26	17	0	0	1009.40	 
1966	12	26	18	0	0	1010.50	 
1966	12	26	19	0	0	1009.40	 
1966	12	26	20	0	0	1011.50	 
1966	12	26	21	0	0	1015.10	 
1966	12	26	22	0	0	1015.50	 
1966	12	26	23	0	0	1013.70	 
1966	12	27	0	0	0	1013.10	 
1966	12	27	1	0	0	1013.70	 
1966	12	27	2	0	0	1013.90	 
1966	12	27	3	0	0	1013.10	 
1966	12	27	4	0	0	1012.50	 
1966	12	27	5	0	0	1012.10	 
1966	12	27	6	0	0	1012.30	 
1966	12	27	7	0	0	1015.10	 
1966	12	27	8	0	0	1014.10	 
1966	12	27	9	0	0	1013.80	 
1966	12	27	10	0	0	1014.20	 
1966	12	27	11	0	0	1013.50	 
1966	12	27	12	0	0	1014.10	 
1966	12	27	13	0	0	1015.80	 
1966	12	27	14	0	0	1015.10	 
1966	12	27	15	0	0	1015.40	 
1966	12	27	16	0	0	1015.10	 
1966	12	27	17	0	0	1014.30	 
1966	12	27	18	0	0	1015.10	 
1966	12	27	19	0	0	1015.00	 
1966	12	27	20	0	0	1015.10	 
1966	12	27	21	0	0	1014.90	 
1966	12	27	22	0	0	1015.50	 
1966	12	27	23	0	0	1016.20	 
1966	12	28	0	0	0	1016.30	 
1966	12	28	1	0	0	1015.00	 
1966	12	28	2	0	0	1015.50	 
1966	12	28	3	0	0	1014.90	 
1966	12	28	4	0	0	1015.80	 
1966	12	28	5	0	0	1014.90	 
1966	12	28	6	0	0	1015.00	 
1966	12	28	7	0	0	1016.20	 
1966	12	28	8	0	0	1016.30	 
1966	12	28	9	0	0	1016.40	 
1966	12	28	10	0	0	1016.60	 
1966	12	28	11	0	0	1016.20	 
1966	12	28	12	0	0	1015.40	 
1966	12	28	13	0	0	1016.20	 
1966	12	28	14	0	0	1016.20	 
1966	12	28	15	0	0	1016.60	 
1966	12	28	16	0	0	1016.30	 
1966	12	28	17	0	0	1016.20	 
1966	12	28	18	0	0	1013.80	 
1966	12	28	19	0	0	1014.70	 
1966	12	28	20	0	0	1015.00	 
1966	12	28	21	0	0	1014.50	 
1966	12	28	22	0	0	1014.50	 
1966	12	28	23	0	0	1012.70	 
1966	12	29	0	0	0	1012.60	 
1966	12	29	1	0	0	1015.40	 
1966	12	29	2	0	0	1014.50	 
1966	12	29	3	0	0	1013.70	 
1966	12	29	4	0	0	1013.80	 
1966	12	29	5	0	0	1014.70	 
1966	12	29	6	0	0	1015.80	 
1966	12	29	7	0	0	1016.10	 
1966	12	29	8	0	0	1016.40	 
1966	12	29	9	0	0	1016.70	 
1966	12	29	10	0	0	1016.10	 
1966	12	29	11	0	0	1015.40	 
1966	12	29	12	0	0	1015.30	 
1966	12	29	13	0	0	1015.50	 
1966	12	29	14	0	0	1014.50	 
1966	12	29	15	0	0	1014.70	 
1966	12	29	16	0	0	1012.50	 
1966	12	29	17	0	0	1012.70	 
1966	12	29	18	0	0	1011.80	 
1966	12	29	19	0	0	1014.70	 
1966	12	29	20	0	0	1013.80	 
1966	12	29	21	0	0	1014.70	 
1966	12	29	22	0	0	1014.70	 
1966	12	29	23	0	0	1013.40	 
1966	12	30	0	0	0	1013.90	 
1966	12	30	1	0	0	1012.10	 
1966	12	30	2	0	0	1012.90	 
1966	12	30	3	0	0	1013.40	 
1966	12	30	4	0	0	1013.40	 
1966	12	30	5	0	0	1014.20	 
1966	12	30	6	0	0	1014.20	 
1966	12	30	7	0	0	1014.70	 
1966	12	30	8	0	0	1015.30	 
1966	12	30	9	0	0	1013.10	 
1966	12	30	10	0	0	1014.70	 
1966	12	30	11	0	0	1014.70	 
1966	12	30	12	0	0	1012.10	 
1966	12	30	13	0	0	1009.40	 
1966	12	30	14	0	0	1008.70	 
1966	12	30	15	0	0	1011.70	 
1966	12	30	16	0	0	1010.70	 
1966	12	30	17	0	0	1011.00	 
1966	12	30	18	0	0	1011.30	 
1966	12	30	19	0	0	1015.40	 
1966	12	30	20	0	0	1015.00	 
1966	12	30	21	0	0	1015.30	 
1966	12	30	22	0	0	1015.30	 
1966	12	30	23	0	0	1012.30	 
1966	12	31	0	0	0	1013.40	 
1966	12	31	1	0	0	1013.90	 
1966	12	31	2	0	0	1012.60	 
1966	12	31	3	0	0	1013.70	 
1966	12	31	4	0	0	1013.90	 
1966	12	31	5	0	0	1013.10	 
1966	12	31	6	0	0	1013.70	 
1966	12	31	7	0	0	1011.80	 
1966	12	31	8	0	0	1012.90	 
1966	12	31	9	0	0	1015.40	 
1966	12	31	10	0	0	1012.30	 
1966	12	31	11	0	0	1016.40	 
1966	12	31	12	0	0	1014.50	 
1966	12	31	13	0	0	1015.90	 
1966	12	31	14	0	0	1015.30	 
1966	12	31	15	0	0	1014.90	 
1966	12	31	16	0	0	1016.10	 
1966	12	31	17	0	0	1014.90	 
1966	12	31	18	0	0	1015.40	 
1966	12	31	19	0	0	1014.90	 
1966	12	31	20	0	0	1015.40	 
1966	12	31	21	0	0	1015.10	 
1966	12	31	22	0	0	1015.50	 
1966	12	31	23	0	0	1016.10	 
